cycle,instruction_count,bank,pc,word,extended,a,l,q
669466,406000,02,4642,56002,0,001214,003304,0000
671104,407000,01,3222,33224,0,003304,003304,1214
672748,408000,01,3222,33224,0,003304,003304,1214
674385,409000,33,0001,03304,0,166102,003304,5172
676023,410000,43,3304,11362,0,166102,003304,0002
677679,411000,02,4701,22004,0,035446,035446,2163
679326,412000,02,4644,13214,0,000000,003304,1214
680965,413000,02,5166,00006,0,166102,003304,1214
682623,414000,01,3222,33224,0,003304,003304,1214
684283,415000,05,3526,13527,0,000334,001156,0336
685920,416000,01,3223,15166,0,166102,003304,1214
687584,417000,02,5167,01007,1,166102,003304,1214
689221,418000,02,4637,33335,0,003335,003304,0000
690860,419000,02,4640,54004,0,003214,003304,0000
692513,420000,02,4643,50002,0,000000,003304,1214
694153,421000,02,4636,50000,0,003335,003304,0000
695828,422000,02,5167,01007,1,166102,003304,1214
697465,423000,02,4637,33335,0,003335,003304,0000
699103,424000,01,3221,54001,0,003304,003304,1214
700737,425000,43,3304,11362,0,166102,003304,0002
702373,426000,05,3705,01035,1,177777,177777,0336
704053,427000,01,3222,33224,0,003304,003304,1214
705688,428000,43,3304,11362,0,166102,003304,0002
707326,429000,43,3334,04635,0,000000,003304,3304
708965,430000,02,4635,56002,0,000000,003304,3335
710604,431000,02,4636,50000,0,003335,003304,0000
712269,432000,02,4640,54004,0,003214,003304,0000
713913,433000,02,4637,33335,0,003335,003304,0000
715552,434000,02,4640,54004,0,003214,003304,0000
717224,435000,01,3207,54067,0,177777,000110,2315
718896,436000,01,3214,10067,0,000000,003304,1214
720561,437000,02,5170,54006,0,166102,003304,1214
722193,438000,02,4644,13214,0,000000,003304,1214
723856,439000,02,4635,56002,0,000000,003304,3335
725500,440000,43,3306,03303,0,000000,003304,0002
727147,441000,43,3303,03332,0,000000,003304,3307
728792,442000,02,4677,24002,0,036626,001540,2160
730448,443000,43,3334,04635,0,000000,003304,3304
732089,444000,02,4642,56002,0,001214,003304,0000
733729,445000,43,3303,03332,0,000000,003304,3307
735368,446000,02,4637,33335,0,003335,003304,0000
737007,447000,02,4640,54004,0,003214,003304,0000
738673,448000,01,3221,54001,0,003304,003304,1214
740311,449000,02,5171,00001,0,166102,003304,1214
741946,450000,43,3333,23361,1,000000,003304,3304
743586,451000,02,5062,00006,0,031103,000000,3134
745239,452000,02,4644,13214,0,000000,003304,1214
746904,453000,01,3220,31361,0,000000,003304,1214
748542,454000,01,3221,54001,0,003304,003304,1214
750181,455000,01,3222,33224,0,003304,003304,1214
751853,456000,02,4637,33335,0,003335,003304,0000
753492,457000,01,3214,10067,0,000000,003304,1214
755169,458000,02,5170,54006,0,166102,003304,1214
756813,459000,01,3221,54001,0,003304,003304,1214
758461,460000,01,3222,33224,0,003304,003304,1214
760098,461000,33,0001,03304,0,166102,003304,5172
761737,462000,43,3304,11362,0,166102,003304,0002
763402,463000,02,4642,56002,0,001214,003304,0000
765058,464000,05,3510,22012,1,002002,000001,1214
766691,465000,02,5166,00006,0,166102,003304,1214
768329,466000,02,4635,56002,0,000000,003304,3335
769971,467000,01,3221,54001,0,003304,003304,1214
771635,468000,01,3223,15166,0,166102,003304,1214
773270,469000,02,4635,56002,0,000000,003304,3335
774911,470000,43,3332,00006,0,000000,003304,3304
776550,471000,43,3333,23361,1,000000,003304,3304
778190,472000,01,3221,54001,0,003304,003304,1214
779829,473000,01,3222,33224,0,003304,003304,1214
781490,474000,02,4635,56002,0,000000,003304,3335
783129,475000,02,4636,50000,0,003335,003304,0000
784789,476000,02,4642,56002,0,001214,003304,0000
785405,476359,31,0133,03462,0,004000,002077,4635
785413,476365,31,0002,03463,0,020042,002077,3463
785419,476369,31,0136,05155,0,000001,002077,3466
786455,477000,01,3221,54001,0,003304,003304,1214
788094,478000,01,3222,33224,0,003304,003304,1214
789755,479000,02,5166,00006,0,166102,003304,1214
791394,480000,02,5167,01007,1,166102,003304,1214
793033,481000,02,5170,54006,0,166102,003304,1214
794675,482000,02,4021,34064,0,012000,140000,1214
796321,483000,43,3332,00006,0,000000,003304,3304
797992,484000,33,0001,03304,0,166102,003304,5172
799640,485000,43,3304,11362,0,166102,003304,0002
801277,486000,43,3306,03303,0,000000,003304,0002
802915,487000,43,3303,03332,0,000000,003304,3307
804553,488000,43,3332,00006,0,000000,003304,3304
806239,489000,02,5167,01007,1,166102,003304,1214
807875,490000,05,3513,05013,1,000100,001661,0003
809545,491000,01,3222,33224,0,003304,003304,1214
811182,492000,33,0001,03304,0,166102,003304,5172
812821,493000,43,3304,11362,0,166102,003304,0002
814482,494000,43,3303,03332,0,000000,003304,3307
816125,495000,02,4643,50002,0,000000,003304,1214
817763,496000,02,4644,13214,0,000000,003304,1214
819427,497000,40,3333,10000,0,000001,002077,0021
821077,498000,02,4637,33335,0,003335,003304,0000
822733,499000,16,2161,04674,0,000000,000000,0073
824381,500000,02,5171,00001,0,166102,003304,1214
826047,501000,01,3222,33224,0,003304,003304,1214
827687,502000,05,3764,00006,0,000100,000000,2152
829329,503000,43,3333,23361,1,000000,003304,3304
830971,504000,01,3220,31361,0,000000,003304,1214
832634,505000,43,3303,03332,0,000000,003304,3307
834272,506000,43,3332,00006,0,000000,003304,3304
835917,507000,43,3303,03332,0,000000,003304,3307
837557,508000,01,3214,10067,0,000000,003304,1214
839192,509000,43,3303,03332,0,000000,003304,3307
840856,510000,43,3333,23361,1,000000,003304,3304
842494,511000,43,3334,04635,0,000000,003304,3304
844136,512000,01,3221,54001,0,003304,003304,1214
845775,513000,01,3222,33224,0,003304,003304,1214
847431,514000,02,4640,54004,0,003214,003304,0000
849089,515000,43,3303,03332,0,000000,003304,3307
850727,516000,02,4637,33335,0,003335,003304,0000
852366,517000,02,4640,54004,0,003214,003304,0000
854039,518000,43,3334,04635,0,000000,003304,3304
855678,519000,02,4635,56002,0,000000,003304,3335
857353,520000,43,3304,11362,0,166102,003304,0002
858997,521000,43,3304,11362,0,166102,003304,0002
860643,522000,02,4635,56002,0,000000,003304,3335
862282,523000,02,4643,50002,0,000000,003304,1214
863921,524000,02,5171,00001,0,166102,003304,1214
865585,525000,43,3304,11362,0,166102,003304,0002
867242,526000,43,3333,23361,1,000000,003304,3304
868879,527000,43,3334,04635,0,000000,003304,3304
870515,528000,02,5170,54006,0,166102,003304,1214
872152,529000,02,4640,54004,0,003214,003304,0000
873790,530000,02,4641,75012,0,003214,003304,0000
875454,531000,33,0001,03304,0,166102,003304,5172
877098,532000,02,4640,54004,0,003214,003304,0000
878736,533000,01,3222,33224,0,003304,003304,1214
880370,534000,43,3306,03303,0,000000,003304,0002
882006,535000,02,4640,54004,0,003214,003304,0000
883671,536000,01,3222,33224,0,003304,003304,1214
885308,537000,02,5171,00001,0,166102,003304,1214
886957,538000,06,3140,30032,0,037777,000000,0003
887694,538432,31,0002,02032,0,020002,002077,2032
887696,538434,31,1013,03431,0,020002,002077,2033
887762,538472,31,0133,03445,0,005633,002077,4635
888738,539000,02,5537,30102,0,000017,000006,5520
890574,540000,04,2330,00004,0,003045,002001,0330
891789,540650,32,2776,05353,0,002772,002002,3206
891932,540724,32,3000,04616,0,002312,020003,3000
892422,541000,10,3231,00003,0,011343,002001,2600
893087,541374,31,0117,03602,0,177754,000000,2350
893176,541420,31,0002,02333,0,001661,164001,2333
893515,541610,31,0117,03604,0,177754,000000,2350
893626,541673,31,0133,03462,0,172000,000000,4635
893634,541679,31,0002,03463,0,020042,000000,3463
893640,541683,31,0136,04202,0,000001,000000,3466
894187,542000,02,4642,56002,0,001214,003304,0000
895820,543000,43,3332,00006,0,000000,003304,3304
